name=拼音
key=abcdefghijklmnopqrstuvwxyz
len=63
wildcard=?
pinyin=1
split='
hint=0
user=pinyin.usr
assist=mb/yong.txt 2
yincangwenjia 隐藏文件
yincangxianxiaoch 隐藏线消除
yincu 隐错
yincuosab 隐错撒播
yindaochengx 引导程序
yindaojiluganranchengx 引导记录感染程序
yindaokoulin 引导口令
yindaowangguanxiey 引导网关协议
yindaoxiey 引导协议
yindaoxingbingd 引导型病毒
yindaozhuangruchengx 引导装入程序
yingu 音轨
yinguofenxixiton 因果分析系统
yinguoluoj 因果逻辑
yinguot 因果图
yinguotuil 因果推理
yinguoxiaoxirizh 因果消息日志
yinguoxin 因果性
yinhanshuxin 隐含属性
yinjishexiangua 阴极射线管
yinjishexianguanxianshiq 阴极射线管显示器
yinjishexianguanzhongdua 阴极射线管终端
yinjia 引脚
yinjiaofenpe 引脚分配
yinjiaozhenliefengzhuan 引脚阵列封装
yinmaerkefumoxin 隐马尔可夫模型
yinmitongda 隐密通道
yinmia 隐面
yinpi 音频
yinpinhechen 音频合成
yinpinli 音频流
yinpinshuojuk 音频数据库
yinpinyud 音频预读
yinquandianj 音圈电机
yinrujiaodia 引入焦点
yinsh 隐式
yinshibingxingxin 隐式并行性
yinshid 隐式的
yinshishitimoxin 隐式实体模型
yinshizha 隐式栈
yinshuaj 印刷机
yinshuat 印刷体
yinshuatihanzishibi 印刷体汉字识别
yintewan 因特网
yintewanganquanhejiasufuwuq 因特网安全和加速服务器
yintewangbianhaoguanlij 因特网编号管理局
yintewangdianhu 因特网电话
yintewangfuwuq 因特网服务器
yintewangfuwuqingda 因特网服务清单
yintewangfuwutigongzh 因特网服务提供者
yintewanggongchen 因特网工程
yintewanggongchengbeiwangl 因特网工程备忘录
yintewanggongchengrenwuz 因特网工程任务组
yintewanggongchengzhidaoz 因特网工程指导组
yintewanghenj 因特网痕迹
yintewangjielixianta 因特网接力闲谈
yintewangjierutigongzh 因特网接入提供者
yintewangkongzhixiaoxixiey 因特网控制消息协议
yintewangkongzhixinxixiey 因特网控制信息协议
yintewangmiyaojiaohua 因特网密钥交换
yintewangneirongtigongzh 因特网内容提供者
yintewangpingtaitigongzh 因特网平台提供者
yintewangshangwutigongzh 因特网商务提供者
yintewangshangyezhongxi 因特网商业中心
yintewangxiaoxifangwenxieyiyintewangxiey 因特网消息访问协议因特网协议
yintewangxiehu 因特网协会
yintewangxinxifuwuq 因特网信息服务器
yintewangyanji 因特网研究
yintewangyanjiuzhidaoz 因特网研究指导组
yintewangzhut 因特网主体
yinxia 隐线 音效
yinxingjiehebianm 音形结合编码
yinyin 阴影
yinyongleixin 引用类型
yinyongmin 引用名
yinyu 音乐
yinzhaoxina 银兆信安
yinzhiba 印制板
yinzhibanbuj 印制板布局
yinzhibanbuxia 印制板布线
yinzhibancesh 印制板测试
yinzhidianluba 印制电路板
yinzhidiaoyon 引址调用
yinzifenjief 因子分解法
yingbianguochen 应变过程
yingbianjihu 应变计划
yingcipa 硬磁盘
yingcunheshicida 英寸盒式磁带
yingcuow 硬错误
yingd 应答
yingdi 影碟
yingguzhan 硬故障
yingguangshumagua 荧光数码管
yingjianni 应急按钮
yingjibeiyongshebe 应急备用设备
yingjijihu 应急计划
yingjiweixi 应急维修
yingjizhuanch 应急转储
yingjia 硬件
yingjiananqua 硬件安全
yingjiancesh 硬件测试
yingjiandizh 硬件地址
yingjianduoxianchen 硬件多线程
yingjianguzhan 硬件故障
yingjianjiankongq 硬件监控器
yingjianjianrongxingbia 硬件兼容性表
yingjianjianya 硬件检验
yingjianmiaoshuyuya 硬件描述语言
yingjianpeizhixian 硬件配置项
yingjianpingta 硬件平台
yingjianrongy 硬件冗余
yingjianrongyujianya 硬件冗余检验
yingjianshejiyuya 硬件设计语言
yingjianyanzhen 硬件验证
yingjianziyua 硬件资源
yinglianxiankongzh 硬联线控制
yinglianxianluoj 硬连线逻辑
yingpa 硬盘
yingpanjieko 硬盘接口
yingpanqudongq 硬盘驱动器
yingpanshuj 硬盘数据
yingpanxinx 硬盘信息
yingshanqugesh 硬扇区格式
yingsh 映射
yingshechengx 映射程序
yingshedizh 映射地址
yingshefangsh 映射方式
yingshehansh 映射函数
yingteerfuwuq 英特尔服务器
yingtingj 硬停机
yingwensuoxi 英文缩写
yingwensuoxiec 英文缩写词
yingxiangkoulingwenjia 影像口令文件
yingyon 应用
yingyongbianchengjieko 应用编程接口
yingyongcen 应用层
yingyongcengwanggua 应用层网关
yingyongcengxingweizhongzh 应用层行为终止
yingyongchengx 应用程序
yingyongchengxubianchengjieko 应用程序编程接口
yingyongchengxujieko 应用程序接口
yingyongdail 应用代理
yingyongfashengq 应用发生器
yingyongfuw 应用服务
yingyongfuwuq 应用服务器
yingyongfuwutigongzh 应用服务提供者
yingyongfuwuyaos 应用服务要素
yingyongguol 应用过滤
yingyonghuanjin 应用环境
yingyongjinchen 应用进程
yingyongkaifagongj 应用开发工具
yingyongkongzh 应用控制
yingyonglingy 应用领域
yingyongluoj 应用逻辑
yingyongruanjia 应用软件
yingyongshengchengchengx 应用生成程序
yingyongshengchengq 应用生成器
yingyongshit 应用实体
yingyongxieyishit 应用协议实体
yingyongzhuangkuan 应用状况
yingzikoulin 影子口令
yongh 用户
yonghubiaosh 用户标识
yonghubiaoshif 用户标识符
yonghubiaozh 用户标识
yonghubiaozhim 用户标识码
yonghubiaozhizhuanyon 用户标识专用
yonghucelu 用户策略
yonghuchanquanshebe 用户产权设备
yonghuchanquanwanglu 用户产权网络
yonghuchengx 用户程序
yonghudail 用户代理
yonghudengluha 用户登录号
yonghudingyixiaox 用户定义消息
yonghufenq 用户分区
yonghufensh 用户分时
yonghuguanlichengx 用户管理程序
yonghuguidan 用户归档
yonghuhetongguanliyua 用户合同管理员
yonghujiam 用户加密
yonghujianji 用户简介
yonghujianzhuqunshebe 用户建筑群设备
yonghujianzhuqunwanglu 用户建筑群网络
yonghujieko 用户接口
yonghujiemia 用户界面
yonghujiemianguanlixiton 用户界面管理系统
yonghujiemianjieko 用户界面接口
yonghujinrushijia 用户进入时间
yonghumiya 用户密钥
yonghumin 用户名
yonghuneicu 用户内存
yonghupeizhiwenjia 用户配置文件
yonghuq 用户区
yonghurenw 用户任务
yonghurenwuj 用户任务集
yonghurizh 用户日志
yonghushuj 用户数据
yonghushujubaoxiey 用户数据报协议
yonghutexuwenjia 用户特许文件
yonghuwendan 用户文档
yonghuwenjianmul 用户文件目录
yonghuxianl 用户线路
yonghuxiaox 用户消息
yonghuxingq 用户兴趣
yonghuxuqi 用户需求
yonghuxuanxian 用户选项
yonghuyiwaijihu 用户意外计划
yonghuyuans 用户元素
yonghuzaocichengx 用户造词程序
yonghuzaozichengx 用户造字程序
yonghuzha 用户栈
yonghuzhanzhizhe 用户栈指针
yonghuzhangha 用户账号 用户帐号
yonghuzhangh 用户账户
yonghuzhidingxin 用户指定型
yonghuzhongduanyew 用户终端业务
yonghuzhongyangchuliqishijia 用户中央处理器时间
yonghuzhuc 用户注册
yonghuzhudiwan 用户驻地网
yonghuzhut 用户主体
yonghuzhuxia 用户注销
yonghuzhuangtaibia 用户状态表
yonghuzuobia 用户坐标
yonghuzuobiaox 用户坐标系
yonghuzuoy 用户作业
yongjiuduihuanwenjia 永久对换文件
yongjiuguzhan 永久故障
yongjiuxudianl 永久虚电路
yongl 用例
yonglikuozha 用例扩展
yonglit 用例图
yongs 拥塞
yongsekongzh 拥塞控制
yongy 用于
yongyujibenxingguichengzhon 用于基本型规程中
youbia 游标
youchengbianm 游程编码
youchengchangdushouxianm 游程长度受限码
youdaozhuomiancidia 有道桌面词典
youfaguzhan 诱发故障
youhu 优化
youhuacaozu 优化操作
youhuadash 优化大师
youjia 右键
youjianfasongqingda 邮件发送清单
youjianfenfaq 邮件分发器
youjianguanliyua 邮件管理员
youjianhongzh 邮件轰炸
youjiankuozha 邮件扩展
youjianxiey 邮件协议
youjianzhada 邮件炸弹
youjiewan 有界网
youjiexin 有界性
youjuxiey 邮局协议
youjuxin 右句型
youlibeijiaiquxia 有理贝济埃曲线
youlijiheshej 有理几何设计
youlijuchaife 有理据拆分
youpipe 右匹配
youqiongxingwent 有穷性问题
youqiongzhuanxiangxiatuizidongj 有穷转向下推自动机
youqiongzhuangtaixiton 有穷状态系统
youqiongzidongj 有穷自动机
youqiongzidongjizuixiaohu 有穷自动机最小化
yourukoudebiheyonghuqu 有入口的闭合用户群
youshenfe 有身份
youshizhentuxiangyasu 有失真图像压缩
yousunyasu 有损压缩
youxiandengxiaojiam 有线等效加密
youxiandianj 有限点集
youxianduili 优先队列
youxianj 优先级
youxianjibia 优先级表
youxianjidiaod 优先级调度
youxianjikongzh 优先级控制
youxianjitiaozhen 优先级调整
youxianjixuanz 优先级选择
youxianjizhongdua 优先级中断
youxianjizuoy 优先级作业
youxiankongzhiq 有限控制器
youxianlunzhuanfadiaod 有限轮转法调度
youxianmubia 有限目标
youxianqua 优先权
youxiansh 优先数
youxianwan 有限网
youxianxingwenf 右线性文法
youxianyuanf 有限元法
youxianyuanfenx 有限元分析
youxianyuesh 优先约束
youxianzhuangta 有限状态
youxianzhuangtaij 有限状态机
youxianzhuangtaiyuf 有限状态语法
youxianzidongj 有限自动机
youxiangh 有向弧
youxiangt 有向图
youxia 有效
youxiaoguochen 有效过程
youxiaoqingqi 有效请求
youxiaoshijia 有效时间
youxiaoshur 有效输入
youxiaoshuz 有效数字
youxiaowe 有效位
youxiaoxian 有效项
youxiaoxinyua 有效信元
youxiaoxin 有效性
youxiaoxingjianch 有效性检查
youxiaozhuangta 有效状态
youxiaoz 有效字
youxiaozif 有效字符
youxiaozish 有效字数
youxusousu 有序搜索
youy 右移
youyua 友元
youyuandiba 有源底板
youzhongcaidexinwenz 有仲裁的新闻组
yubianm 预编码
yubianyichengx 预编译程序
yucebianm 预测编码
yucekongzh 预测控制
yucemoxin 预测模型
yuchongdia 预充电
yuchulichengx 预处理程序
yudiaodusuanf 预调度算法
yudingguzhangjianc 预定故障检测
yudingweixi 预定维修
yudingweixiushijia 预订维修时间
yuf 语法
yufafancho 语法范畴
yufafenx 语法分析
yufafenxichengx 语法分析程序
yufaguanx 语法关系
yufamiaoshuyuya 语法描述语言
yufashuxin 语法属性
yufangxingweih 预防性维护
yufeime 与非门
yufenji 域分解
yufenpe 预分配
yugo 语构
yujicelueluyouxuanz 域际策略路由选择
yujin 语境
yujingfenx 语境分析
yujingjizh 语境机制
yuj 语句
yuliaok 语料库
yuliaokuyuyanxu 语料库语言学
yulinmufen 雨林木风
yulinmufengcaozuoxiton 雨林木风操作系统
yume 与门
yumiya 域密钥
yumin 域名
yumingfuw 域名服务
yumingfuwuq 域名服务器
yumingfuwuqidianziqipia 域名服务器电子欺骗
yumingjiech 域名劫持
yumingjiex 域名解析
yumingkongzhiq 域名控制器
yumingxiton 域名系统
yumingxitongbud 域名系统布毒
yumosh 域模式
yunongbingd 愚弄病毒
yupenquxia 浴盆曲线
yuq 预取
yuqujish 预取技术
yushejieshouchuangko 预设接收窗口
yushengchengcaozuoxiton 预生成操作系统
yush 谕示
yushij 谕示机
yusufenji 语素分解
yusushengchen 语素生成
yuxiaxinda 阈下信道
yuxia 逾限
yuxianjihuafenpe 预先计划分配
yuxiankongzh 逾限控制
yuya 语言
yuyanbiaozhu 语言标准
yuyanchengyuanzhengmingxiton 语言成员证明系统
yuyanchulichengx 语言处理程序
yuyanchuanlilu 语言串理论
yuyanhuoq 语言获取
yuyanmiaoshuyuya 语言描述语言
yuyanmoxin 语言模型
yuyanshibi 语言识别
yuyanxinx 语言信息
yuyanxuelilu 语言学理论
yuyanxuemoxin 语言学模型
yuyanzhishik 语言知识库
yuy 语义
yuyichan 语义场
yuyicidia 语义词典
yuyifenx 语义分析
yuyihey 语义合一
yuyijiy 语义记忆
yuyijianch 语义检查
yuyijul 语义距离
yuyililu 语义理论
yuyish 语义树
yuyishujumoxin 语义数据模型
yuyishuxin 语义属性
yuyiwanglu 语义网络
yuyixiangguanxin 语义相关性
yuyixinx 语义信息
yuyixu 语义学
yuyi 语音
yuyinchul 语音处理
yuyinhechen 语音合成
yuyinlajiyoujia 语音垃圾邮件
yuyinshibi 语音识别
yuyinzhuanhua 语音转换
yuyon 语用
yuyongfenx 语用分析
yuyongxu 语用学
yuyuebia 预约表
yuzh 阈值
yuzhiluoj 阈值逻辑
yuzhisousu 阈值搜索
yuanbianyichengx 元编译程序
yuanchengbangon 远程办公
yuanchengchaxu 远程查询
yuanchengdengl 远程登陆 远程登录
yuanchengdengluxiey 远程登录协议
yuanchengfangfadiaoyon 远程方法调用
yuanchengfangwe 远程访问
yuanchengfangwenfuw 远程访问服务
yuanchengfangwenfuwuq 远程访问服务器
yuanchengfuw 远程服务
yuanchenggongxian 远程共享
yuanchenggouw 远程购物
yuanchengguochengdiaoyon 远程过程调用
yuanchenghezu 远程合作
yuanchenghuiy 远程会议
yuanchengjiadia 远程加电
yuanchengjiaosh 远程教室
yuanchengjiaoxu 远程教学
yuanchengjiaoy 远程教育
yuanchengjinchengdiaoyon 远程进程调用
yuanchengkongzh 远程控制
yuanchengkongzhiruanjia 远程控制软件
yuanchengshujukufangwe 远程数据库访问
yuanchengtongxi 远程通信
yuanchengxinxichulixinx 远程信息处理信息
yuanchengx 源程序
yuanchengyinda 远程引导
yuanchengzhendua 远程诊断
yuanchengzhichishesh 远程支持设施
yuanchengzhongdua 远程终端
yuanchengzixu 远程咨询
yuanchengzuoy 远程作业
yuanchengzuoyechulichengx 远程作业处理程序
yuanchengzuoyeshuch 远程作业输出
yuanchengzuoyeshur 远程作业输入
yuandaoyuanzhuanhua 源到源转换
yuand 原地
yuandizh 源地址
yuandizhixuanzetoumingqia 源地址选择透明桥
yuandizhixuanzetoumingwangqia 源地址选择透明网桥
yuanduanko 源端口
yuanduanouhezaoshen 远端耦合噪声
yuanduanquexianzhish 远端缺陷指示
yuanfanlik 源范例库
yuanfuwuq 源服务器
yuanguihu 元规划
yuanguiz 元规则
yuanhuchab 圆弧插补
yuanjianshuxiaosh 元件数小时
yuanjia 圆角
yuankemanzuxin 元可满足性
yuankongwan 远控王
yuanlit 原理图
yuanluyouqiaoji 源路由桥接
yuanluyousuanf 源路由算法
yuanluyouwangqia 源路由网桥
yuanm 原码
yuanmaxingbingd 源码型病毒
yuanmoxin 元模型
yuanpianguimojichen 圆片规模集成
yuanquwan 园区网
yuansaomia 圆扫描
yuans 原色
yuanshidiguihansh 原始递归函数
yuanshishuj 原始数据
yuanshishur 原始输入
yuanshuj 元数据
yuanshujujianbi 源数据鉴别
yuanshujuk 元数据库
yuantuil 元推理
yuanwenjia 元文件
yuanxinlin 元信令
yuanxin 原型
yuanxingjiego 原型结构
yuanxingsuchen 原型速成
yuanxingzhizu 原型制作
yuany 原语
yuanyuf 元语法
yuanyuya 源语言 元语言
yuanyuyancidia 源语言词典
yuanyuyanfenx 源语言分析
yuanzhengliulanq 远征浏览器
yuanzhish 元知识
yuanzicaozu 原子操作
yuanzigongsh 原子公式
yuanziguangb 原子广播
yuanzixin 原子性
yuanzongh 元综合
yuanz 元组
yuanzuguanxiyansua 元组关系演算
yuanzukan 源阻抗
yuedin 约定
yuehanfengnuoyima 约翰冯诺依曼
yuejiejil 越界记录
yueqishuzijieko 乐器数字接口
yuesefuxiaoyin 约瑟夫效应
yuesh 约束
yueshuchuanb 约束传播
yueshufangchen 约束方程
yueshuguiz 约束规则
yueshuhansh 约束函数
yueshujuzhe 约束矩阵
yueshumanz 约束满足
yueshutiaojia 约束条件
yueshutuil 约束推理
yueshuzhish 约束知识
yuncunch 云存储
yundon 运动
yundongbuchan 运动补偿
yundongchongjia 运动重建
yundongfenx 运动分析
yundongguj 运动估计
yundongjianc 运动检测
yundongkongzh 运动控制
yundongtuxian 运动图像
yundongtuxiangyasu 运动图像压缩
yundongxianglian 运动向量
yundongyuc 运动预测
yunjisua 云计算
yunm 韵母
yunsh 运输
yunshucen 运输层
yunsua 运算
yunsuanjicunq 运算寄存器
yunsuankongzhiq 运算控制器
yunsuanliushuixia 运算流水线
yunsuanq 运算器
yunsuansud 运算速度
yunsuansudupingji 运算速度评价
yunxin 运行
yunxingcesh 运行测试
yunxingfangsh 运行方式
yunxingheweih 运行和维护
yunxingheweihujiedua 运行和维护阶段
yunxingkekaoxin 运行可靠性
yunxingkexingxin 运行可行性
yunxingpoumia 运行剖面
yunxingrizh 运行日志
yunxingsh 运行时
yunxingshicuow 运行时错误
yunxingshijia 运行时间
yunxingshizhendua 运行时诊断
yunxingxiton 运行系统
yunxujia 允许角
yunxuxinyuansul 允许信元速率
yunxuzhongdua 允许中断
yunzuozhugua 运作主管
zacouhansh 杂凑函式
zajia 杂交
zaibojiantingduolufangwe 载波监听多路访问
zaibozhentin 载波侦听
zaibozhentingduozhifangwe 载波侦听多址访问
zaigongchen 再工程
zaijuh 再聚合
zainanhouhuif 灾难后恢复
zainanhuif 灾难恢复
zainanhuifujihu 灾难恢复计划
zaiqidon 再启动
zairutupia 载入图片
zaishen 再生
zaishengdua 再生段
zaixia 在线
zaixianbangzh 在线帮助
zaixianshoucan 在线收藏
zaixianzhengshuzhuangtaixiey 在线证书状态协议
zaiyasu 再压缩
zancunq 暂存器
zanshiguzhan 暂时故障
zantin 暂停
zantingzhuangta 暂停状态
zanzhuminglin 暂驻命令
zangd 脏读
zaoqishixia 早期失效
zaoshen 噪声
zaoshengkangraod 噪声抗扰度
zaoshengqingch 噪声清除
zaoshengrongxia 噪声容限
zaoshengxiaochuq 噪声消除器
zaoshengyizh 噪声抑制
zaoshengzhongle 噪声种类
zaoxin 造形
zaoxingbianhua 造型变换
zerenfenl 责任分离
zerenxin 责任性
zenglian 增量
zengliangbeife 增量备份
zengliangbiany 增量编译
zengliangjinghu 增量精化
zengliangxuex 增量学习
zengliangzhuanch 增量转储
zengqian 增强
zengqiangd 增强的
zengqiangxiansh 增强现实
zengqiangxingxiaoshebeijieko 增强型小设备接口
zengzhiwan 增值网
zengzhizhuanch 增殖转储
zhanbiaoj 栈标记
zhanchangzhusho 站长助手
zhandanyua 栈单元
zhand 栈底
zhandizh 栈地址
zhandia 站点
zhandianbaoh 站点保护
zhandiandaohan 站点导航
zhandianmin 站点名
zhanjizh 栈机制
zhankongzh 栈控制
zhanlueguihu 战略规划
zhanlueqingba 战略情报
zhanlueshujuguihu 战略数据规划
zhanneiron 栈内容
zhanq 栈区
zhanronglian 栈容量
zhanshangtu 栈上托
zhanshesh 栈设施
zhanshuqingba 战术情报
zhansuanf 栈算法
zhantier 粘贴入
zhantongshisuanf 栈桶式算法
zhanxiatu 栈下推
zhanxianglian 栈向量
zhanxunzh 栈寻址
zhanyich 栈溢出
zhanyichuzhongdua 栈溢出中断
zhanyongkongjia 占用空间
zhanyuans 栈元素
zhanzhengbohaoq 战争拨号器
zhanzhizhe 栈指针
zhanzidongj 栈自动机
zhanzimubia 栈字母表
zhanzuh 栈组合
zhanzuoyechul 栈作业处理
zhangha 帐号
zhanghaofengsu 帐号封锁
zhangh 帐户
zhanghushouj 帐户收集
zhanghuipen 张会鹏 张会鹏
zhangjin 张靖 张靖
zhanglij 张力计
zhangshantongb 障栅同步
zhangshangdianna 掌上电脑
zhangshangjisuanj 掌上计算机
zhaobia 招标
zhaojire 召集人
zhaopia 照片
zhaoxiaofen 赵笑凤 赵笑凤
zhedan 遮挡
zhedi 折叠
zhedieshizhuganwan 折叠式主干网
zhelugongj 着陆攻击
zhexia 折线
zhendangzhouq 振荡周期
zhendianbodiansh 真点播电视
zhendingwe 帧定位
zhendua 诊断
zhenduancesh 诊断测试
zhenduanchengx 诊断程序
zhenduancuowuchul 诊断错误处理
zhenduanfenbianl 诊断分辨率
zhenduanjil 诊断记录
zhenduanjianya 诊断检验
zhenduanmoxin 诊断模型
zhenduanpingm 诊断屏幕
zhenduanruanpa 诊断软盘
zhenduanxiton 诊断系统
zhenfengzhuan 帧封装
zhenf 振幅
zhenfubianhu 振幅变化
zhengesh 帧格式
zhenhuancunq 帧缓存器
zhenjianbianm 帧间编码
zhenjianshijiantianchon 帧间时间填充
zhenjianyasu 帧间压缩
zhenjianyanxuli 帧检验序列
zhenkongzhizidua 帧控制字段
zhenli 阵列
zhenliechul 阵列处理
zhenliejisuanj 阵列计算机
zhenliekongzhibujia 阵列控制部件
zhenlieliushuixia 阵列流水线
zhenlin 振铃
zhenl 帧率
zhenmianwent 帧面问题
zhenneibianm 帧内编码
zhenneiyasu 帧内压缩
zhenpi 帧频
zhenshidayinj 针式打印机
zhenshigantuxin 真实感图形
zhenshiganxiansh 真实感显示
zhenshishiji 真实世界
zhenshishuzh 针式输纸
zhenshixin 真实性
zhenshoudingjief 帧首定界符
zhensul 帧速率
zhenweidingjief 帧尾定界符
zhenyila 真依赖
zhenzhibia 真值表
zhenzhibiaoguiyu 真值表归约
zhenzhibiaokeguiyuexin 真值表可归约性
zhenzhiweihuxiton 真值维护系统
zhenzhongj 帧中继
zhenzhongjiwan 帧中继网
zhengbanyanzhen 正版验证
zhengbiba 正闭包
zhengchangxiangyin 正常响应
zhengchangyunxin 正常运行
zhengdianyashejiouheluoj 正电压射极耦合逻辑
zhengdu 争夺
zhengercetouyin 正二测投影
zhengfalengqu 蒸发冷却
zhengfujishuzhichizhongxi 政府技术支持中心
zhengfukaifangxitonghuliankuangji 政府开放系统互连框架
zhengguiwenf 正规文法
zhengjiaobianhua 正交变换
zhengjiaosh 正交树
zhengjiaoxiaobobianhua 正交小波变换
zhengj 证据
zhengjulilu 证据理论
zhengjutuil 证据推理
zhengl 正例
zhengliuq 整流器
zhengluojizhuanhua 正逻辑转换
zhengmiandeheik 正面的黑客
zhengmiandeheikexingdon 正面的黑客形动
zhengmianruchon 正面蠕虫
zhengmin 证明
zhengmingcelu 证明策略
zhengmingsh 证明树
zhengmingzh 证明者
zhengpijiamimiya 整批加密密钥
zhengpiandieji 正片叠加
zhengquexin 正确性
zhengquexingzhengj 正确性证据
zhengquexingzhengmin 正确性证明
zhengshangyundianzishujujiaohua 政商运电子数据交换
zhengshangyundianzishujujiaohuanbiaozhu 政商运电子数据交换标准
zhengsh 证实 证书
zhengshicesh 正式测试
zhengshubanbucaozuoguidin 证书颁布操作规定
zhengshucengcijiego 证书层次结构
zhengshufeich 证书废除
zhengshufenjienant 整数分解难题
zhengshuguanl 证书管理
zhengshuguanlijigo 证书管理机构
zhengshujianbi 证书鉴别
zhengshujianyanbaowe 证书检验报文
zhengshulia 证书链
zhengshuxianxingguihu 整数线性规划
zhengshuzhuangta 证书状态
zhengshuzhuangtaijigo 证书状态机构
zhengshuzuofeibia 证书作废表
zhengtaochengbaoxiton 整套承包系统
zhengt 正体
zhengticito 整体磁头
zhengtiguangzhaomoxin 整体光照模型
zhengtishixia 整体失效
zhengtouyin 正投影
zhengwe 证伪 正文
zhengwenbianj 正文编辑
zhengwenbianjiq 正文编辑器
zhengwengeshiyuya 正文格式语言
zhengwenjiansu 正文检索
zhengwenk 正文库
zhengwenshujuk 正文数据库
zhengxianganqua 正向安全
zhengxianghuif 正向恢复
zhengxiangjuyuwangxinda 正向局域网信道
zhengxiangtuil 正向推理
zhengxiangxinda 正向信道
zhengxingbianlian 整型变量
zhengxingchanglian 整型常量
zhengxu 征询
zhengxunwoshourenzhengxiey 征询握手认证协议
zhengya 正沿
zhengyon 争用
zhengyongshijianjiang 争用时间间隔
zhengyuebia 正跃变
zhengzebiaodash 正则表达式
zhengzehu 正则化
zhengzej 正则集
zhengzexingsh 正则形式
zhengzex 正则序
zhengzeyuya 正则语言
zhengzha 症兆
zhengzhaocesh 征兆测试
zhengzhiq 整直器
zhengzifenji 整字分解
zhibiaoyuya 置标语言
zhichengyuy 指称语义
zhich 支持 支持
zhichichengx 支持程序
zhichiguochen 支持过程
zhichij 支持集
zhichiruanjia 支持软件
zhichixiton 支持系统
zhidaichuankon 纸带穿孔
zhidaiduruj 纸带读入机
zhidaoxiton 制导系统
zhideyilaidejisuanpingtailianmen 值得依赖的计算平台联盟
zhidiaoyon 值调用
zhid 只读
zhiducunchuq 只读存储器
zhidudi 只读碟
zhidushuxin 只读属性
zhiduxingguangpa 只读型光盘
zhifafangwenq 执法访问区
zhifangt 直方图
zhifangtuxiuzhen 直方图修正
zhiho 滞后
zhihua 置换
zhihuanmim 置换密码
zhijiaopingmianxianxianggua 直角平面显像管
zhijiaozuobiaoxingjiqire 直角坐标型机器人
zhijiechar 直接插入
zhijiechengfenyuf 直接成分语法
zhijiecunchuqicunq 直接存储器存取
zhijiecunq 直接存取
zhijiehujiaoshesh 直接呼叫设施
zhijieouhejingtiguanluoj 直接耦合晶体管逻辑
zhijieshuzikongzh 直接数字控制
zhijiesuijicunq 直接随机存取
zhijiexiangliangaosuhuancu 直接相联高速缓存
zhijiexunzh 直接寻址
zhijieyelen 直接液冷
zhijieyingsh 直接映射
zhijiezuzh 直接组织
zhijuetuilif 直觉推理法
zhijuezhuyiluoj 直觉主义逻辑
zhikongzhidianhuaxitongdeguochen 指控制电话系统的过程
zhilifanzu 智力犯罪
zhiliangbaozhen 质量保证
zhiliangbaozhengcesh 质量保证测试
zhiliangduliangxu 质量度量学
zhilianggongchen 质量工程
zhilianghexingnengcesh 质量和性能测试
zhilin 指令
zhilingbuji 指令步进
zhilingchongsh 指令重试
zhilingchul 指令处理
zhilingchulibujia 指令处理部件
zhilingdizh 指令地址
zhilingdizhijicunq 指令地址寄存器
zhilingdizhijishuq 指令地址计数器
zhilingdiaod 指令调度
zhilingdiaoduchengx 指令调度程序
zhilingduili 指令队列
zhilinggaosuhuancu 指令高速缓存
zhilinggesh 指令格式
zhilinggenzon 指令跟踪
zhilingheshuj 指令和数据
zhilingj 指令集
zhilingjibingxin 指令级并行
zhilingjicunq 指令寄存器
zhilingjishuq 指令计数器
zhilingjitixijiego 指令集体系结构
zhilingkongzhiq 指令控制器
zhilingleixin 指令类型
zhilingli 指令流
zhilingliushuixia 指令流水线
zhilingm 指令码
zhilingtingj 指令停机
zhilingxiton 指令系统
zhilingxiangguanxin 指令相关性
zhilingyimaq 指令译码器
zhilingyuq 指令预取
zhilingzha 指令栈
zhilingzhouq 指令周期
zhilingz 指令字
zhimingcuow 致命错误
zhinen 智能 职能
zhinengdail 智能代理
zhinengduixian 智能对象
zhinengfangdaq 智能放大器
zhinengfangzhe 智能仿真
zhinenggaoqingba 智能高清版
zhinenghuagongj 智能化工具
zhinengjiqire 智能机器人
zhinengjisuanj 智能计算机
zhinengjisuanjifuzhushej 智能计算机辅助设计
zhinengjiansu 智能检索
zhinengjuecexiton 智能决策系统
zhinengk 智能卡
zhinengkexu 智能科学
zhinengkongzh 智能控制
zhinengmonizhichixiton 智能模拟支持系统
zhinengruqi 智能入侵
zhinengshurushuchujieko 智能输入输出接口
zhinengwaiweijieko 智能外围接口
zhinengxiton 智能系统
zhinengxia 智能线
zhinengxingjiaohushijichengjuecezhichixiton 智能型交互式集成决策支持系统
zhinengyibia 智能仪表
zhinengyuanz 职能原则
zhinengzhichixiton 智能支持系统
zhinengzhongdua 智能终端
zhinengzhut 智能主体
zhinengzidongj 智能自动机
zhipa 指派
zhipaiyouxianj 指派优先级
zhire 指认
zhishe 值参
zhish 指示 知识
zhishibianjiq 知识编辑器
zhishibiany 知识编译
zhishibiaosh 知识表示
zhishibiaoshifangsh 知识表示方式
zhishicaozuohu 知识操作化
zhishichaxuncaozongyuya 知识查询操纵语言
zhishichany 知识产业
zhishichul 知识处理
zhishidanyua 知识单元
zhishifaxia 知识发现
zhishif 指示符
zhishifuzaxin 知识复杂性
zhishigongchen 知识工程
zhishigongchengsh 知识工程师
zhishihuoq 知识获取
zhishijiaohushizhengmingxiton 知识交互式证明系统
zhishijiego 知识结构
zhishijinghu 知识精化
zhishik 知识库
